url_path,views_total,views_unique
/catzzz/mygitaction/blob/main/.github/workflows/superlinter.yml,3,1
/catzzz/mygitaction,2,1
/catzzz/mygitaction/blob/main/.github/workflows/repo-stat.yml,2,1
/catzzz/mygitaction/tree/main/.github/workflows,2,1
