time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,8,3,4.0,2.0
2022-07-29 00:00:00+00:00,6,3,15.0,3.0
2022-07-30 00:00:00+00:00,11,4,26.0,1.0
2022-07-31 00:00:00+00:00,2,2,15.0,1.0
2022-08-01 00:00:00+00:00,20,6,62.0,4.0
2022-08-02 00:00:00+00:00,4,4,49.0,10.0
2022-08-03 00:00:00+00:00,5,2,38.0,6.0
2022-08-04 00:00:00+00:00,8,5,68.0,10.0
2022-08-05 00:00:00+00:00,12,3,64.0,8.0
2022-08-06 00:00:00+00:00,8,2,70.0,5.0
2022-08-07 00:00:00+00:00,2,1,,
2022-08-08 00:00:00+00:00,5,3,42.0,5.0
2022-08-09 00:00:00+00:00,5,4,38.0,8.0
2022-08-10 00:00:00+00:00,13,4,3.0,3.0
