time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,5,3,2,1
2026-05-13 00:00:00+00:00,24,6,0,0
2026-05-14 00:00:00+00:00,4,3,2,2
2026-05-15 00:00:00+00:00,3,1,1,1
2026-05-16 00:00:00+00:00,34,14,3,3
2026-05-17 00:00:00+00:00,24,8,5,3
2026-05-18 00:00:00+00:00,7,5,2,2
2026-05-19 00:00:00+00:00,12,6,0,0
2026-05-20 00:00:00+00:00,4,3,0,0
2026-05-21 00:00:00+00:00,11,6,1,1
2026-05-22 00:00:00+00:00,4,3,1,1
2026-05-23 00:00:00+00:00,4,2,0,0
2026-05-24 00:00:00+00:00,3,2,0,0
2026-05-25 00:00:00+00:00,8,6,0,0
