time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-19 00:00:00+00:00,3,2,37,3
2023-07-20 00:00:00+00:00,4,2,80,5
2023-07-21 00:00:00+00:00,5,4,20,3
2023-07-22 00:00:00+00:00,3,2,14,2
2023-07-23 00:00:00+00:00,3,2,19,4
2023-07-24 00:00:00+00:00,5,3,50,4
2023-07-25 00:00:00+00:00,2,1,11,4
2023-07-26 00:00:00+00:00,9,3,39,7
2023-07-27 00:00:00+00:00,11,3,74,9
2023-07-28 00:00:00+00:00,31,6,81,4
2023-07-29 00:00:00+00:00,8,4,38,2
2023-07-30 00:00:00+00:00,5,3,31,6
2023-07-31 00:00:00+00:00,30,6,25,5
2023-08-01 00:00:00+00:00,2,1,83,7
