time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-21 00:00:00+00:00,8.0,5.0,55.0,8.0
2022-06-22 00:00:00+00:00,7.0,6.0,37.0,9.0
2022-06-23 00:00:00+00:00,5.0,4.0,11.0,4.0
2022-06-24 00:00:00+00:00,,,4.0,2.0
2022-06-25 00:00:00+00:00,7.0,3.0,24.0,4.0
2022-06-26 00:00:00+00:00,5.0,2.0,16.0,2.0
2022-06-27 00:00:00+00:00,,,51.0,8.0
2022-06-28 00:00:00+00:00,6.0,3.0,20.0,5.0
2022-06-29 00:00:00+00:00,5.0,3.0,7.0,3.0
2022-06-30 00:00:00+00:00,6.0,4.0,22.0,6.0
2022-07-01 00:00:00+00:00,3.0,2.0,27.0,3.0
2022-07-02 00:00:00+00:00,7.0,1.0,17.0,2.0
2022-07-03 00:00:00+00:00,,,8.0,1.0
2022-07-04 00:00:00+00:00,1.0,1.0,,
