time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-25 00:00:00+00:00,,,4,2
2023-02-26 00:00:00+00:00,,,6,4
2023-02-27 00:00:00+00:00,1.0,1.0,21,6
2023-02-28 00:00:00+00:00,,,17,7
2023-03-01 00:00:00+00:00,,,9,5
2023-03-02 00:00:00+00:00,5.0,3.0,30,8
2023-03-03 00:00:00+00:00,,,5,4
2023-03-04 00:00:00+00:00,,,7,4
2023-03-06 00:00:00+00:00,,,2,1
2023-03-07 00:00:00+00:00,4.0,2.0,17,2
2023-03-08 00:00:00+00:00,2.0,2.0,11,8
2023-03-09 00:00:00+00:00,11.0,4.0,126,5
2023-03-10 00:00:00+00:00,9.0,5.0,13,5
