time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-25 00:00:00+00:00,2,1,5.0,1.0
2023-09-26 00:00:00+00:00,3,2,8.0,2.0
2023-09-27 00:00:00+00:00,31,2,121.0,4.0
2023-09-28 00:00:00+00:00,2,1,9.0,2.0
2023-09-29 00:00:00+00:00,2,1,11.0,3.0
2023-09-30 00:00:00+00:00,3,2,,
2023-10-01 00:00:00+00:00,1,1,11.0,4.0
2023-10-02 00:00:00+00:00,15,3,8.0,4.0
2023-10-03 00:00:00+00:00,3,2,21.0,6.0
2023-10-04 00:00:00+00:00,2,1,4.0,3.0
2023-10-05 00:00:00+00:00,2,1,1.0,1.0
2023-10-06 00:00:00+00:00,2,1,4.0,4.0
2023-10-07 00:00:00+00:00,2,1,,
2023-10-08 00:00:00+00:00,2,1,,
