time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-03 00:00:00+00:00,5.0,2.0,38.0,6.0
2022-08-04 00:00:00+00:00,8.0,5.0,68.0,10.0
2022-08-05 00:00:00+00:00,12.0,3.0,64.0,8.0
2022-08-06 00:00:00+00:00,8.0,2.0,70.0,5.0
2022-08-07 00:00:00+00:00,2.0,1.0,,
2022-08-08 00:00:00+00:00,5.0,3.0,42.0,5.0
2022-08-09 00:00:00+00:00,5.0,4.0,38.0,8.0
2022-08-10 00:00:00+00:00,13.0,4.0,3.0,3.0
2022-08-11 00:00:00+00:00,10.0,5.0,5.0,2.0
2022-08-12 00:00:00+00:00,3.0,1.0,11.0,3.0
2022-08-13 00:00:00+00:00,4.0,3.0,7.0,1.0
2022-08-14 00:00:00+00:00,3.0,2.0,1.0,1.0
2022-08-15 00:00:00+00:00,10.0,4.0,21.0,5.0
2022-08-16 00:00:00+00:00,,,8.0,6.0
