time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-09 00:00:00+00:00,13,11,7.0,3.0
2025-10-10 00:00:00+00:00,7,6,1.0,1.0
2025-10-11 00:00:00+00:00,16,12,1.0,1.0
2025-10-12 00:00:00+00:00,7,7,,
2025-10-13 00:00:00+00:00,7,7,2.0,2.0
2025-10-14 00:00:00+00:00,23,16,2.0,2.0
2025-10-15 00:00:00+00:00,9,7,,
2025-10-16 00:00:00+00:00,14,8,1.0,1.0
2025-10-17 00:00:00+00:00,6,4,4.0,4.0
2025-10-18 00:00:00+00:00,4,3,3.0,3.0
2025-10-19 00:00:00+00:00,4,3,9.0,1.0
2025-10-20 00:00:00+00:00,10,9,55.0,5.0
2025-10-21 00:00:00+00:00,13,10,4.0,4.0
2025-10-22 00:00:00+00:00,12,12,16.0,4.0
