time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-09 00:00:00+00:00,3.0,2.0,8.0,4.0
2022-09-10 00:00:00+00:00,9.0,2.0,,
2022-09-11 00:00:00+00:00,,,1.0,1.0
2022-09-12 00:00:00+00:00,2.0,1.0,7.0,4.0
2022-09-13 00:00:00+00:00,3.0,1.0,12.0,1.0
2022-09-14 00:00:00+00:00,6.0,2.0,46.0,8.0
2022-09-15 00:00:00+00:00,12.0,3.0,104.0,6.0
2022-09-16 00:00:00+00:00,8.0,2.0,35.0,3.0
2022-09-17 00:00:00+00:00,2.0,2.0,7.0,1.0
2022-09-18 00:00:00+00:00,,,1.0,1.0
2022-09-19 00:00:00+00:00,,,5.0,5.0
2022-09-20 00:00:00+00:00,10.0,5.0,103.0,7.0
2022-09-21 00:00:00+00:00,15.0,4.0,34.0,9.0
2022-09-22 00:00:00+00:00,1.0,1.0,17.0,3.0
