time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-08 00:00:00+00:00,,,40,6
2022-11-09 00:00:00+00:00,14.0,7.0,89,11
2022-11-10 00:00:00+00:00,10.0,5.0,43,7
2022-11-11 00:00:00+00:00,8.0,4.0,61,11
2022-11-12 00:00:00+00:00,,,6,3
2022-11-13 00:00:00+00:00,,,3,1
2022-11-14 00:00:00+00:00,7.0,3.0,59,10
2022-11-15 00:00:00+00:00,10.0,2.0,75,7
2022-11-16 00:00:00+00:00,5.0,2.0,39,3
2022-11-17 00:00:00+00:00,2.0,2.0,39,3
2022-11-18 00:00:00+00:00,3.0,2.0,15,6
2022-11-19 00:00:00+00:00,2.0,1.0,12,4
2022-11-20 00:00:00+00:00,,,1,1
2022-11-21 00:00:00+00:00,7.0,4.0,8,3
