time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-27 00:00:00+00:00,,,9.0,3.0
2022-09-28 00:00:00+00:00,3.0,3.0,21.0,8.0
2022-09-29 00:00:00+00:00,3.0,3.0,32.0,5.0
2022-09-30 00:00:00+00:00,14.0,6.0,44.0,6.0
2022-10-01 00:00:00+00:00,1.0,1.0,5.0,3.0
2022-10-02 00:00:00+00:00,2.0,2.0,18.0,5.0
2022-10-03 00:00:00+00:00,9.0,4.0,33.0,10.0
2022-10-04 00:00:00+00:00,11.0,4.0,29.0,7.0
2022-10-05 00:00:00+00:00,12.0,7.0,60.0,6.0
2022-10-06 00:00:00+00:00,3.0,2.0,22.0,6.0
2022-10-07 00:00:00+00:00,,,7.0,2.0
2022-10-08 00:00:00+00:00,1.0,1.0,,
2022-10-09 00:00:00+00:00,,,5.0,3.0
2022-10-10 00:00:00+00:00,6.0,3.0,40.0,7.0
