time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-13 00:00:00+00:00,17.0,3.0,112,8
2022-05-14 00:00:00+00:00,5.0,3.0,32,3
2022-05-15 00:00:00+00:00,,,2,2
2022-05-16 00:00:00+00:00,4.0,3.0,136,7
2022-05-17 00:00:00+00:00,5.0,4.0,110,13
2022-05-18 00:00:00+00:00,12.0,6.0,128,12
2022-05-19 00:00:00+00:00,8.0,5.0,106,10
2022-05-20 00:00:00+00:00,7.0,5.0,173,4
2022-05-21 00:00:00+00:00,3.0,2.0,22,6
2022-05-22 00:00:00+00:00,6.0,2.0,18,3
2022-05-23 00:00:00+00:00,7.0,2.0,70,7
2022-05-24 00:00:00+00:00,5.0,2.0,44,8
2022-05-25 00:00:00+00:00,4.0,2.0,45,6
2022-05-26 00:00:00+00:00,4.0,2.0,27,7
