time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-13 00:00:00+00:00,26.0,16.0,136,9
2022-04-14 00:00:00+00:00,5.0,3.0,45,6
2022-04-15 00:00:00+00:00,12.0,1.0,58,3
2022-04-16 00:00:00+00:00,7.0,3.0,102,5
2022-04-17 00:00:00+00:00,1.0,1.0,8,3
2022-04-18 00:00:00+00:00,2.0,2.0,38,5
2022-04-19 00:00:00+00:00,,,46,5
2022-04-20 00:00:00+00:00,2.0,2.0,38,3
2022-04-21 00:00:00+00:00,3.0,1.0,19,6
2022-04-22 00:00:00+00:00,1.0,1.0,68,6
2022-04-23 00:00:00+00:00,,,9,2
2022-04-24 00:00:00+00:00,,,5,1
2022-04-25 00:00:00+00:00,,,45,8
2022-04-26 00:00:00+00:00,1.0,1.0,39,4
