referrer,views_total,views_unique
github.com,268,18
Google,20,10
gridlabd.us,13,1
sourceforge.net,11,1
docs.gridlabd.us,6,2
mail.google.com,3,1
com.google.android.gm,2,2
DuckDuckGo,2,1
en.wikipedia.org,1,1
