time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-05 00:00:00+00:00,6.0,1.0,133,5
2022-05-06 00:00:00+00:00,14.0,5.0,136,8
2022-05-07 00:00:00+00:00,5.0,2.0,45,7
2022-05-09 00:00:00+00:00,2.0,2.0,87,4
2022-05-10 00:00:00+00:00,9.0,5.0,110,11
2022-05-11 00:00:00+00:00,20.0,4.0,149,8
2022-05-12 00:00:00+00:00,2.0,2.0,22,8
2022-05-13 00:00:00+00:00,17.0,3.0,112,8
2022-05-14 00:00:00+00:00,5.0,3.0,32,3
2022-05-15 00:00:00+00:00,,,2,2
2022-05-16 00:00:00+00:00,4.0,3.0,136,7
2022-05-17 00:00:00+00:00,5.0,4.0,110,13
2022-05-18 00:00:00+00:00,12.0,6.0,125,11
