time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-14 00:00:00+00:00,6.0,3.0,12,4
2022-07-15 00:00:00+00:00,7.0,3.0,16,3
2022-07-16 00:00:00+00:00,2.0,2.0,23,2
2022-07-17 00:00:00+00:00,,,8,3
2022-07-18 00:00:00+00:00,4.0,2.0,13,5
2022-07-19 00:00:00+00:00,9.0,2.0,36,6
2022-07-20 00:00:00+00:00,7.0,3.0,27,5
2022-07-21 00:00:00+00:00,3.0,2.0,17,2
2022-07-22 00:00:00+00:00,13.0,3.0,2,1
2022-07-23 00:00:00+00:00,2.0,2.0,1,1
2022-07-25 00:00:00+00:00,9.0,5.0,18,6
2022-07-26 00:00:00+00:00,,,11,5
2022-07-27 00:00:00+00:00,5.0,3.0,30,8
