time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-13 00:00:00+00:00,2.0,2.0,30,3
2022-10-14 00:00:00+00:00,1.0,1.0,15,4
2022-10-15 00:00:00+00:00,4.0,2.0,2,2
2022-10-16 00:00:00+00:00,,,1,1
2022-10-17 00:00:00+00:00,4.0,2.0,58,7
2022-10-18 00:00:00+00:00,2.0,2.0,23,6
2022-10-19 00:00:00+00:00,7.0,4.0,68,9
2022-10-20 00:00:00+00:00,34.0,5.0,8,7
2022-10-21 00:00:00+00:00,8.0,3.0,37,6
2022-10-22 00:00:00+00:00,5.0,3.0,8,2
2022-10-23 00:00:00+00:00,43.0,7.0,3,2
2022-10-24 00:00:00+00:00,5.0,3.0,35,12
2022-10-25 00:00:00+00:00,2.0,2.0,19,7
2022-10-26 00:00:00+00:00,6.0,3.0,23,5
