time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-25 00:00:00+00:00,15.0,3.0,66,9
2022-08-26 00:00:00+00:00,7.0,3.0,51,9
2022-08-27 00:00:00+00:00,,,2,2
2022-08-29 00:00:00+00:00,4.0,3.0,27,7
2022-08-30 00:00:00+00:00,3.0,3.0,4,1
2022-08-31 00:00:00+00:00,1.0,1.0,1,1
2022-09-01 00:00:00+00:00,,,10,4
2022-09-02 00:00:00+00:00,1.0,1.0,33,3
2022-09-03 00:00:00+00:00,1.0,1.0,20,6
2022-09-04 00:00:00+00:00,,,2,2
2022-09-05 00:00:00+00:00,1.0,1.0,3,2
2022-09-06 00:00:00+00:00,,,4,1
2022-09-07 00:00:00+00:00,4.0,2.0,18,3
