time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-06 00:00:00+00:00,5.0,3.0,18,8
2022-07-07 00:00:00+00:00,6.0,5.0,14,5
2022-07-08 00:00:00+00:00,1.0,1.0,71,3
2022-07-09 00:00:00+00:00,2.0,1.0,3,2
2022-07-10 00:00:00+00:00,5.0,2.0,9,1
2022-07-11 00:00:00+00:00,10.0,2.0,66,8
2022-07-12 00:00:00+00:00,6.0,4.0,111,9
2022-07-13 00:00:00+00:00,18.0,5.0,76,6
2022-07-14 00:00:00+00:00,6.0,3.0,12,4
2022-07-15 00:00:00+00:00,7.0,3.0,16,3
2022-07-16 00:00:00+00:00,2.0,2.0,23,2
2022-07-17 00:00:00+00:00,,,8,3
2022-07-18 00:00:00+00:00,4.0,2.0,13,5
2022-07-19 00:00:00+00:00,9.0,2.0,36,6
