time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-20 00:00:00+00:00,10.0,5.0,103.0,7.0
2022-09-21 00:00:00+00:00,15.0,4.0,34.0,9.0
2022-09-22 00:00:00+00:00,3.0,2.0,17.0,3.0
2022-09-23 00:00:00+00:00,5.0,2.0,26.0,6.0
2022-09-24 00:00:00+00:00,1.0,1.0,,
2022-09-25 00:00:00+00:00,,,3.0,1.0
2022-09-26 00:00:00+00:00,,,4.0,3.0
2022-09-27 00:00:00+00:00,,,9.0,3.0
2022-09-28 00:00:00+00:00,3.0,3.0,21.0,8.0
2022-09-29 00:00:00+00:00,3.0,3.0,32.0,5.0
2022-09-30 00:00:00+00:00,14.0,6.0,44.0,6.0
2022-10-01 00:00:00+00:00,1.0,1.0,5.0,3.0
2022-10-02 00:00:00+00:00,2.0,2.0,18.0,5.0
2022-10-03 00:00:00+00:00,7.0,3.0,32.0,10.0
