referrer,views_total,views_unique
github.com,281,18
Google,22,12
sourceforge.net,11,1
docs.gridlabd.us,6,2
DuckDuckGo,5,2
mail.google.com,3,1
en.wikipedia.org,1,1
com.google.android.gm,1,1
