time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-26 00:00:00+00:00,,,11.0,5.0
2022-07-27 00:00:00+00:00,5.0,3.0,31.0,9.0
2022-07-28 00:00:00+00:00,8.0,3.0,4.0,2.0
2022-07-29 00:00:00+00:00,6.0,3.0,15.0,3.0
2022-07-30 00:00:00+00:00,11.0,4.0,26.0,1.0
2022-07-31 00:00:00+00:00,2.0,2.0,15.0,1.0
2022-08-01 00:00:00+00:00,20.0,6.0,62.0,4.0
2022-08-02 00:00:00+00:00,4.0,4.0,49.0,10.0
2022-08-03 00:00:00+00:00,5.0,2.0,38.0,6.0
2022-08-04 00:00:00+00:00,8.0,5.0,68.0,10.0
2022-08-05 00:00:00+00:00,12.0,3.0,64.0,8.0
2022-08-06 00:00:00+00:00,8.0,2.0,70.0,5.0
2022-08-07 00:00:00+00:00,2.0,1.0,,
2022-08-08 00:00:00+00:00,5.0,3.0,42.0,5.0
