time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,10,3,5,5
2026-06-13 00:00:00+00:00,3,1,11,11
2026-06-14 00:00:00+00:00,2,1,1,1
2026-06-15 00:00:00+00:00,7,4,0,0
2026-06-16 00:00:00+00:00,7,5,0,0
2026-06-17 00:00:00+00:00,8,7,0,0
2026-06-18 00:00:00+00:00,18,8,1,1
2026-06-19 00:00:00+00:00,2,1,1,1
2026-06-20 00:00:00+00:00,5,4,3,3
2026-06-21 00:00:00+00:00,8,6,6,6
2026-06-22 00:00:00+00:00,8,5,0,0
2026-06-23 00:00:00+00:00,19,8,0,0
2026-06-24 00:00:00+00:00,12,6,2,2
2026-06-25 00:00:00+00:00,365,7,1,1
