url_path,views_total,views_unique
/slacgismo/gridlabd,54,17
/slacgismo/gridlabd/issues,31,6
/slacgismo/gridlabd/pulls,15,6
/slacgismo/gridlabd/actions,15,5
/slacgismo/gridlabd/actions/runs/2645998935,9,3
/slacgismo/gridlabd/blob/develop-add-aws-install/cloud/websites/install.gridlabd.us/install-linux-debian10.sh,9,2
/slacgismo/gridlabd/tree/develop,9,2
/slacgismo/gridlabd/tree/develop-prebuilt-image-install,7,1
/slacgismo/gridlabd/tree/develop/subcommands,7,1
/slacgismo/gridlabd/actions/runs/2649858095,6,2
